submission_id,zip,age,gender,cups,cups_num,home_brew,party
5dqPRP,18091,55-64 years old,Male,2,2,"French press, Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso), Cold brew",Democrat
KMBK9M,77380,25-34 years old,Male,1,1,"Pour over, Cold brew",Independent
kYRB26,16362,35-44 years old,Male,3,3,"Pour over, Espresso",No affiliation
ZdRrry,98406,35-44 years old,Female,Less than 1,0,"Coffee brewing machine (e.g. Mr. Coffee), Espresso, Cold brew",Democrat
g5N6ld,2906,35-44 years old,Male,2,2,Other,Democrat
DVv6Qj,48336,>65 years old,Male,2,2,Pour over,Independent
rlrM9l,92129,25-34 years old,Male,2,2,"Pour over, Espresso",No affiliation
BGbWNA,33433,>65 years old,Male,1,1,Cold brew,No affiliation
xdN5Wo,70124,35-44 years old,Male,2,2,"Pour over, French press, Espresso",Independent
9dJjb1,85225,55-64 years old,Male,3,3,"Pour over, Espresso, Instant coffee",Democrat
bl4Q1g,21201,25-34 years old,Male,1,1,Other,Democrat
9dJjeG,47802,18-24 years old,Male,1,1,Espresso,No affiliation
J2kvPd,97218,35-44 years old,Male,1,1,Other,No affiliation
EPb7oX,23235,25-34 years old,Male,2,2,Pour over,Democrat
RzByAl,14701,35-44 years old,Male,1,1,"Pour over, Espresso, French press",Democrat
PABJKd,2472,55-64 years old,Female,1,1,Pour over,Democrat
42NVZb,43311,45-54 years old,Female,1,1,"Pour over, French press, Espresso, Other",Democrat
kYRBBM,20190,25-34 years old,Male,Less than 1,0,Pour over,Democrat
qbE1r2,92123,25-34 years old,Female,Less than 1,0,NA,Democrat
vNx55Q,98375,55-64 years old,Male,2,2,"Pour over, French press, Espresso",No affiliation
YZzll5,11104,25-34 years old,Male,2,2,"Pour over, French press, Cold brew, Other",Democrat
QABlQp,59715,25-34 years old,Male,3,3,"Pour over, Espresso",No affiliation
jB9ARE,58554,25-34 years old,Male,3,3,"Pour over, Espresso, Other, Coffee extract (e.g. Cometeer)",No affiliation
EPb7Ro,84115,25-34 years old,Male,1,1,"Pour over, Espresso, French press, Cold brew",Democrat
9dJjz4,66611,25-34 years old,NA,2,2,Other,NA
qbElL5,NA,NA,NA,NA,NA,Pour over,NA
pLPpjE,32789,35-44 years old,Male,1,1,French press,Democrat
jB9AO6,20841,25-34 years old,NA,3,3,Pod/capsule machine (e.g. Keurig/Nespresso),NA
BGbWMA,4102,25-34 years old,Male,2,2,"Pour over, Espresso",Independent
dY2yqN,30024,35-44 years old,NA,2,2,Pour over,NA
ylqaNd,60073,35-44 years old,NA,1,1,"Pour over, Espresso",NA
24xGqb,87111,35-44 years old,Male,2,2,"Coffee brewing machine (e.g. Mr. Coffee), Espresso",NA
MAdpog,26505,18-24 years old,Male,2,2,"French press, Espresso, Coffee brewing machine (e.g. Mr. Coffee)",No affiliation
YZzAPv,78744,35-44 years old,Female,2,2,NA,No affiliation
qbE1xk,27519,18-24 years old,Female,1,1,NA,Democrat
PABqjP,10010,25-34 years old,Male,1,1,"Coffee brewing machine (e.g. Mr. Coffee), Espresso",No affiliation
oAVj6M,94043,25-34 years old,Male,2,2,"Pour over, French press",Independent
rlrZ5X,43116,45-54 years old,Male,2,2,"Espresso, Pour over, Other",Democrat
OABN4a,11201,25-34 years old,NA,2,2,"French press, Espresso",NA
ZdRrpv,84005,25-34 years old,Male,1,1,"Pour over, French press, Espresso",Independent
VZ16zj,98006,25-34 years old,NA,3,3,"Espresso, Pour over",NA
0EjWQP,98011,35-44 years old,Male,1,1,"Pour over, Cold brew, Coffee brewing machine (e.g. Mr. Coffee)",Independent
24x6Eg,2131,25-34 years old,Male,1,1,"Coffee brewing machine (e.g. Mr. Coffee), Bean-to-cup machine",Democrat
5dqAXv,98105,18-24 years old,Male,2,2,"Pour over, Espresso",Democrat
bl4Jq7,78723,35-44 years old,Female,1,1,"Pour over, Espresso, Cold brew",Democrat
WAp79L,84097,25-34 years old,Male,Less than 1,0,Espresso,NA
PABq11,90404,25-34 years old,Male,1,1,Other,Democrat
eBxWdo,98012,35-44 years old,Male,More than 4,5,"Espresso, Other",No affiliation
NABZrp,35242,25-34 years old,Male,1,1,Pour over,No affiliation
8dp4vo,22030,25-34 years old,Male,1,1,"Coffee brewing machine (e.g. Mr. Coffee), Other",Democrat
oAVL4M,97003,35-44 years old,Male,1,1,Pour over,Democrat
8dplLl,98105,25-34 years old,Female,1,1,Coffee brewing machine (e.g. Mr. Coffee),Democrat
VZ16pN,91504,35-44 years old,Male,2,2,"Pour over, French press, Espresso",Democrat
bl4J97,10013,25-34 years old,Male,2,2,Espresso,Democrat
zKQ6xZ,80209,35-44 years old,NA,Less than 1,0,NA,NA
0EjWrQ,60048,25-34 years old,Male,2,2,"Pour over, French press, Espresso, Cold brew",Democrat
VZ16p6,75002,35-44 years old,Male,2,2,Pour over,Democrat
lNlEBX,7040,25-34 years old,Male,1,1,"Espresso, Pour over",No affiliation
dY2eLN,97201,35-44 years old,Male,1,1,Pod/capsule machine (e.g. Keurig/Nespresso),Democrat
Albe1W,92117,55-64 years old,Male,2,2,"Pour over, Other",NA
1r2o1L,80021,35-44 years old,Male,2,2,"Pour over, Espresso",No affiliation
VZ16G6,63129,35-44 years old,Male,2,2,"Espresso, Pour over",No affiliation
rlrMNL,11206,35-44 years old,NA,3,3,"Coffee brewing machine (e.g. Mr. Coffee), Pour over",NA
LdMLA2,33827,25-34 years old,Male,3,3,"Pour over, Espresso",No affiliation
42NbKA,2492,18-24 years old,Male,1,1,Pour over,No affiliation
lNlEbV,94024,>65 years old,Female,2,2,Pour over,Republican
pLP2rP,94086,>65 years old,Female,2,2,French press,Democrat
DVv6rp,97210,18-24 years old,Male,2,2,"Espresso, Pour over, French press, Coffee brewing machine (e.g. Mr. Coffee), Cold brew",Democrat
lNlko6,86005,35-44 years old,Other (please specify),2,2,Other,No affiliation
eBxW1o,17569,45-54 years old,Male,2,2,"Pour over, Espresso, Other",Democrat
VZ16El,49307,18-24 years old,Male,2,2,"Pour over, Espresso",No affiliation
BGbWPY,29486,35-44 years old,Male,1,1,"Espresso, Cold brew, Pour over",Democrat
AlbX7o,98012,35-44 years old,Female,1,1,"Pod/capsule machine (e.g. Keurig/Nespresso), French press",Democrat
oAVLrM,94550,18-24 years old,Male,1,1,Pour over,Independent
1r2aW4,32789,35-44 years old,Male,2,2,"Espresso, Pour over, Cold brew",Democrat
5dqAzE,98107,25-34 years old,NA,2,2,Pour over,NA
1r2oqO,19950,35-44 years old,Male,1,1,"Pour over, French press, Other",No affiliation
42NbKr,13090,25-34 years old,Male,2,2,"Coffee brewing machine (e.g. Mr. Coffee), French press",Democrat
OABNlM,8330,18-24 years old,Male,2,2,Other,Independent
8dp47Y,49103,18-24 years old,Male,Less than 1,0,Pour over,Independent
jB9VZ1,95051,35-44 years old,Male,1,1,Other,Democrat
jB9VlQ,98102,25-34 years old,Female,4,4,"Pour over, Other",Democrat
GrBA2z,78628,35-44 years old,Male,1,1,Pour over,No affiliation
9dJKQ5,22701,25-34 years old,Male,3,3,"French press, Cold brew",No affiliation
aBrMdX,35756,18-24 years old,Male,2,2,Coffee brewing machine (e.g. Mr. Coffee),Democrat
EPbOWB,28277,25-34 years old,Male,2,2,"Espresso, Pour over",Independent
OABNQk,10018,25-34 years old,Female,1,1,"Pour over, Coffee extract (e.g. Cometeer)",Democrat
dY2yEV,11201,55-64 years old,Female,1,1,Espresso,Democrat
vNx9Yl,97215,35-44 years old,Male,2,2,"Pour over, Espresso",Democrat
dY2yWD,85210,25-34 years old,Female,2,2,Espresso,Independent
bl4J50,55102,25-34 years old,Male,1,1,"Pour over, Espresso",Democrat
WAp7OL,1756,25-34 years old,Male,2,2,"Pour over, French press",No affiliation
zKQ6yk,48170,25-34 years old,Male,1,1,"Pour over, French press, Instant coffee, Cold brew",Democrat
DVvGKE,53716,25-34 years old,Female,1,1,Espresso,Democrat
MAdxRk,80130,25-34 years old,NA,1,1,Cold brew,NA
YZzlN6,75219,25-34 years old,Female,Less than 1,0,Cold brew,No affiliation
zKQ6Ng,80013,25-34 years old,Male,1,1,Espresso,Independent
KMBjeD,15216,25-34 years old,Male,2,2,"Pour over, Espresso, Cold brew, French press",Democrat
KMBjzD,14623,18-24 years old,Male,Less than 1,0,NA,Democrat
5dqAKb,19460,25-34 years old,Male,1,1,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso)",No affiliation
vNx9eg,43026,25-34 years old,Non-binary,2,2,"Pour over, Other, French press, Cold brew",Independent
aBrM4Z,94703,25-34 years old,Male,1,1,Pour over,Democrat
EPb74L,44133,25-34 years old,Male,3,3,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso), Coffee extract (e.g. Cometeer)",Democrat
kYRPbd,80212,45-54 years old,NA,2,2,Other,NA
PABq91,94588,25-34 years old,Male,2,2,"Pour over, French press, Espresso",Democrat
jB9Vb1,22202,25-34 years old,Female,1,1,Pod/capsule machine (e.g. Keurig/Nespresso),Democrat
qbE12k,30087,45-54 years old,Female,3,3,Other,Independent
7d9kl6,2131,25-34 years old,Male,2,2,Other,Democrat
6dQB8o,53821,25-34 years old,Female,2,2,"French press, Coffee brewing machine (e.g. Mr. Coffee), Cold brew",No affiliation
MAdxEk,60194,35-44 years old,Male,2,2,"Pour over, French press, Other",Democrat
6dQB7J,30144,25-34 years old,Male,1,1,NA,No affiliation
XeBb0L,27539,18-24 years old,Female,2,2,Other,Democrat
QABQ5G,85295,25-34 years old,Female,2,2,"Pour over, Espresso",Democrat
GrBPdk,75072,25-34 years old,Male,3,3,Coffee brewing machine (e.g. Mr. Coffee),Republican
kYRPEo,10036,35-44 years old,Male,2,2,"Pour over, Espresso",Democrat
VZ165y,75407,35-44 years old,Male,2,2,Pour over,No affiliation
7d9kWR,37207,35-44 years old,Male,4,4,"Pour over, Espresso",Democrat
xdNWMd,27606,25-34 years old,Male,2,2,"Espresso, Pour over",Independent
DVvGkl,92122,25-34 years old,Male,2,2,"Pour over, Espresso",Independent
XeBboP,45224,35-44 years old,Male,3,3,Pour over,Independent
oAVj9N,80023,35-44 years old,Male,2,2,"Pour over, French press",Independent
LdM2zJ,60193,45-54 years old,Male,2,2,Pour over,No affiliation
YZzARv,92706,25-34 years old,Male,1,1,"Bean-to-cup machine, French press",Independent
lNlEOo,91776,25-34 years old,Female,1,1,NA,Democrat
rlrZDX,11201,>65 years old,Male,1,1,Espresso,Democrat
g5NoGD,15228,35-44 years old,Female,2,2,"Coffee brewing machine (e.g. Mr. Coffee), Pour over",Democrat
vNx9Dg,85705,>65 years old,NA,3,3,Other,NA
dY2yar,92804,35-44 years old,Male,1,1,"Pour over, French press",Democrat
PABqj0,49103,35-44 years old,Male,1,1,"Espresso, Cold brew",Republican
42Nb7r,98071,35-44 years old,Male,1,1,Pour over,Democrat
8dplzr,67205,35-44 years old,Male,1,1,NA,Republican
g5N6RK,2131,35-44 years old,Non-binary,1,1,Other,Democrat
EPbO52,80013,35-44 years old,Male,4,4,"Pour over, French press, Espresso, Coffee brewing machine (e.g. Mr. Coffee), Cold brew",No affiliation
g5NoqP,20010,25-34 years old,Female,1,1,Pour over,Democrat
jB9VQJ,75214,25-34 years old,Male,1,1,Pour over,Democrat
6dQBLN,91331,25-34 years old,Male,2,2,"Espresso, Pod/capsule machine (e.g. Keurig/Nespresso)",NA
xdNWav,75070,25-34 years old,Male,2,2,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)",NA
KMBjVX,60640,25-34 years old,Male,1,1,"Pour over, French press, Coffee brewing machine (e.g. Mr. Coffee), Cold brew",Democrat
8dplKP,20005,25-34 years old,Female,Less than 1,0,Other,Democrat
oAVjb5,33853,25-34 years old,Male,2,2,French press,No affiliation
OABN1k,28601,25-34 years old,Female,3,3,"Pour over, Instant coffee",Democrat
WAp75v,80020,35-44 years old,Male,2,2,Espresso,Democrat
QABQVX,2144,25-34 years old,Male,2,2,"Espresso, Pour over",Democrat
OABMOp,32025,25-34 years old,Male,3,3,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)",Democrat
VZ1ORl,98311,55-64 years old,Female,1,1,Instant coffee,Independent
oAVj65,2135,25-34 years old,Male,2,2,"Pour over, Cold brew",No affiliation
YZzlE0,35806,25-34 years old,Male,2,2,French press,Independent
aBrMQW,91910,>65 years old,NA,1,1,NA,NA
rlrZA2,80218,25-34 years old,Male,2,2,"Pour over, French press",Independent
ylqa28,10128,35-44 years old,Male,3,3,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)",Independent
6dQBjA,58104,25-34 years old,Male,1,1,French press,Democrat
BGbRxR,90505,55-64 years old,Female,2,2,Coffee brewing machine (e.g. Mr. Coffee),Independent
xdNWDd,30008,45-54 years old,Male,2,2,Pour over,Independent
pLPplE,53212,25-34 years old,Female,2,2,NA,Independent
eBxXZJ,60441,45-54 years old,Male,2,2,"Pour over, French press, Espresso, Bean-to-cup machine",NA
EPbOxB,46957,25-34 years old,Male,2,2,"Pour over, Coffee brewing machine (e.g. Mr. Coffee)",Democrat
qbElA9,80134,25-34 years old,Female,1,1,Espresso,Independent
xdNWx9,60441,<18 years old,Male,1,1,"Espresso, Pour over, French press",No affiliation
PABJad,2139,25-34 years old,Female,2,2,Pour over,Democrat
WAp7Ee,1960,35-44 years old,Female,2,2,Coffee brewing machine (e.g. Mr. Coffee),Independent
EPbOqA,1844,25-34 years old,Female,2,2,"Coffee brewing machine (e.g. Mr. Coffee), Cold brew",Democrat
42NbXo,84043,35-44 years old,Male,3,3,"Coffee extract (e.g. Cometeer), Pour over, French press, Cold brew",No affiliation
qbElDO,33431,25-34 years old,Male,1,1,"Coffee brewing machine (e.g. Mr. Coffee), Other, Cold brew",No affiliation
kYRBDj,94401,45-54 years old,Female,2,2,Espresso,No affiliation
lNlkJp,33436,>65 years old,Female,3,3,Coffee brewing machine (e.g. Mr. Coffee),No affiliation
24x68b,97217,35-44 years old,Prefer not to say,4,4,Coffee brewing machine (e.g. Mr. Coffee),No affiliation
VZ16j6,84604,25-34 years old,Male,Less than 1,0,Other,No affiliation
1r2aA4,2478,45-54 years old,Female,2,2,Coffee extract (e.g. Cometeer),Democrat
xdNWa5,20866,25-34 years old,Male,3,3,"Pour over, Espresso, Coffee extract (e.g. Cometeer), Cold brew",No affiliation
8dplNk,60067,25-34 years old,Male,4,4,"Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso), Cold brew",Democrat
BGbRXK,75093,35-44 years old,Male,2,2,"Pour over, French press, Espresso",Democrat
NABZWj,20005,25-34 years old,Male,2,2,"Pour over, Other",Democrat
42NbB5,22202,25-34 years old,Male,Less than 1,0,"Pour over, Espresso",Democrat
aBrM5Z,17569,35-44 years old,Female,1,1,Coffee extract (e.g. Cometeer),Democrat
oAVjDN,84601,35-44 years old,Male,4,4,"Pod/capsule machine (e.g. Keurig/Nespresso), Pour over",No affiliation
pLP2dP,64131,45-54 years old,Male,2,2,Coffee brewing machine (e.g. Mr. Coffee),Democrat
VZ16Qj,44614,55-64 years old,Female,1,1,Pod/capsule machine (e.g. Keurig/Nespresso),No affiliation
PABJa0,90502,25-34 years old,Male,1,1,"Espresso, Pour over",Democrat
g5N6yK,20124,25-34 years old,Male,2,2,"Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee)",Independent
NABZl0,95472,35-44 years old,Male,2,2,Pour over,Independent
AlbXve,91324,35-44 years old,Male,2,2,"Pour over, Espresso",Democrat
GrBP6O,97202,35-44 years old,Male,3,3,Pour over,Democrat
NABZoO,1905,35-44 years old,Male,2,2,"Espresso, French press, Cold brew",Democrat
KMBj5g,97217,45-54 years old,NA,3,3,Coffee brewing machine (e.g. Mr. Coffee),NA
lNlErN,49504,25-34 years old,Female,Less than 1,0,"French press, Coffee brewing machine (e.g. Mr. Coffee), Espresso",No affiliation
42NbxA,80209,35-44 years old,Female,3,3,"Coffee brewing machine (e.g. Mr. Coffee), Cold brew, Espresso",Democrat
OABN7a,10162,45-54 years old,Female,Less than 1,0,NA,No affiliation
DVvGBE,30040,25-34 years old,Female,Less than 1,0,"Cold brew, Pour over, French press",No affiliation
6dQBeN,80026,45-54 years old,Male,1,1,Espresso,NA
5dqPWP,94924,55-64 years old,Male,2,2,"Espresso, Other",No affiliation
ZdRBEV,19083,25-34 years old,Male,3,3,"Espresso, Pour over, Cold brew",Democrat
0EjW7A,84663,35-44 years old,Male,3,3,Espresso,Democrat
0EjWOB,92705,25-34 years old,Female,1,1,"Pod/capsule machine (e.g. Keurig/Nespresso), Pour over, Instant coffee, Cold brew",No affiliation
xdNWJd,84121,35-44 years old,Male,4,4,"Espresso, Other, French press",Democrat
dY2yNV,48240,25-34 years old,Male,2,2,"Pour over, Espresso, Other",Independent
0EjR2Q,94103,25-34 years old,Female,Less than 1,0,NA,NA
qbEla5,80020,45-54 years old,Male,4,4,Espresso,Democrat
YZzAaW,69101,45-54 years old,Male,More than 4,5,"Pour over, French press, Espresso, Cold brew, Coffee brewing machine (e.g. Mr. Coffee)",NA
OABNAg,NA,55-64 years old,NA,NA,NA,Other,NA
NABZVl,98230,55-64 years old,NA,NA,NA,French press,NA
0EjWj6,NA,NA,NA,2,2,Pour over,NA
DVvGNZ,62249,35-44 years old,Male,2,2,Espresso,Democrat
zKQ6eR,11231,35-44 years old,Male,2,2,Pour over,Democrat
NABZ0l,8205,35-44 years old,Male,2,2,"Pour over, Pod/capsule machine (e.g. Keurig/Nespresso), Other",No affiliation
vNx920,27613,45-54 years old,Female,Less than 1,0,"Pour over, Instant coffee, Espresso",No affiliation
RzB9zj,95050,35-44 years old,Male,2,2,"Pour over, Espresso, Coffee brewing machine (e.g. Mr. Coffee), French press",Democrat
EPbOJX,NA,45-54 years old,NA,NA,NA,"Espresso, Instant coffee",NA
oAVjvM,NA,NA,NA,NA,NA,NA,NA
9dJK1Q,94102,18-24 years old,Male,2,2,"Espresso, Pour over",Democrat
EPbOPr,23692,35-44 years old,NA,2,2,"Pour over, Coffee extract (e.g. Cometeer)",NA
J2k42R,92679,35-44 years old,Male,2,2,NA,NA
ylqaq4,14223,35-44 years old,Male,2,2,"Pour over, French press",Democrat
8dplpx,81303,25-34 years old,Male,2,2,"Pour over, Other",Independent
rlrZLl,75034,25-34 years old,Male,1,1,Coffee brewing machine (e.g. Mr. Coffee),Democrat
eBxX20,27502,45-54 years old,Male,2,2,Coffee brewing machine (e.g. Mr. Coffee),Democrat
DVvGDq,97202,35-44 years old,Non-binary,3,3,"Pour over, Espresso",Democrat
42NboO,92617,25-34 years old,Female,1,1,NA,Democrat
eBxXL0,84005,25-34 years old,Female,1,1,"Pour over, French press",Independent
EPbO04,95864,25-34 years old,Male,1,1,Pour over,Democrat
PABql5,94404,25-34 years old,Female,2,2,Bean-to-cup machine,No affiliation
1r2aEp,29730,25-34 years old,Male,2,2,Pour over,Democrat
1r2avQ,11201,25-34 years old,Female,1,1,Other,NA
aBrMrq,78745,25-34 years old,Male,2,2,"Pour over, French press",Democrat
